מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,"NAV
(במטבע הדיווח של קרן ההשקעה)","שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
162,2102,Qumra,ריק במקור,ריק במקור,Minute Media Inc.,83111,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2222.033611243514,7346.0431187710565,0.00248856,0.0008071444255545957,0.00010766224164904161
162,2102,Qumra,ריק במקור,ריק במקור,JoyTunes Ltd.,84031,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1329.8529253451652,4396.493771191116,0.00131351,0.0004830635189623103,6.443419500124989e-05
162,2102,Qumra,ריק במקור,ריק במקור,Lightricks Ltd.,84033,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1302.8530580066165,4307.232209769875,0.0007151299999999999,0.0004732559299579176,6.312599415892866e-05
162,2102,Qumra,ריק במקור,ריק במקור,Minute Media Inc.,84036,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2209.464819666424,7304.490693817197,0.00223296,0.0008025788645270429,0.00010705325703730487
162,2102,Qumra,ריק במקור,ריק במקור,"Snappy APP, Inc.",84037,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2024-03-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1104.8053824476403,3652.486594371899,0.00510808,0.0004013159392608306,5.353016419660466e-05
162,2102,Qumra,ריק במקור,ריק במקור,Mobilesson Ltd.,84038,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,2024-03-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1104.8053824476403,3652.486594371899,0.00135729,0.0004013159392608306,5.353016419660466e-05
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Panorays. Ltd (ISR),85741,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,934.264242401776,3088.677585380271,0.00478287,0.0003393675826656702,4.526708422435993e-05
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Greenfield Partners Panorays LP,8574,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-07-27 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.5748675982241311,1.9005122797289775,0.18395645,2.0881825323915692e-07,2.7853554493072807e-08
162,2102,stage one,ריק במקור,ריק במקור,Diagnostic Robotics Ltd,91381,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1270.3567622131177,4199.799455876568,0.0130977,0.00046145178628152316,6.155147969941944e-05
162,2102,stage one,ריק במקור,ריק במקור,Stage One S.P.V D.R,9138,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,-13.652152213117622,-45.134015216566866,0.09738657999999999,-4.9590872522733956e-06,-6.614757324825585e-07
162,2102,Greenfield Partners II L.P,ריק במקור,ריק במקור,floLIVE,97211,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,947.9469385571601,3133.9125788699716,0.008492060000000001,0.0003443377648773584,4.593003987563246e-05
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Silverfort,98671,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3682.550200193688,12174.510961840331,0.00140947,0.0013376709744043354,0.00017842736830434461
162,2102,Greenfield Cities III LLC,ריק במקור,ריק במקור,Exodigo,99601,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2135.316982708814,7059.357944835339,0.00201289,0.000775644972544296,0.00010346063706077066
162,2102,Greenfield Cities III LLC,ריק במקור,ריק במקור,Eleos Health Inc,103041,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-09-25 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1055.6032473167033,3489.824335629022,0.00288551,0.0003834434692426588,5.1146216386224214e-05
162,2102,Greenfield Cities III LLC,ריק במקור,ריק במקור,Eleos Co-invest,10304,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-09-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.00020759102085396485,0.0006862959149432079,0.20759102,7.540657100308057e-11,1.0058225284379591e-11
162,2102,Aksia Capital,ריק במקור,ריק במקור,Aksia Capital III LP,436,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2007-01-23 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.8807,0.001,0.003,0.0054,3.2962415786485014e-10,4.396744202628072e-11
162,2102,Argan Capital L.P,ריק במקור,ריק במקור,Argan Capital LP,437,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2007-02-13 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,14.46,56.117,0.001,6.165839622300599e-06,8.224403147295984e-07
162,2102,Rocket Dog,ריק במקור,ריק במקור,Rocket Dog L.P,438,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2007-02-21 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,0,0.001,0,1.0987471928828339e-10,1.4655814008760238e-11
162,2102,HBOS Mezzanine Portfolio,ריק במקור,ריק במקור,HBOS Mezzanine Portfolio,439,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2007-05-03 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.8807,0.003,0.01,0.04,1.0987471928828339e-09,1.465581400876024e-10
162,2102,Omega,ריק במקור,ריק במקור,Omega fund lll,440,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2007-05-21 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.8807,0,0.002,0.0076,2.1974943857656677e-10,2.9311628017520477e-11
162,2102,Avista Capital Partners L.P,ריק במקור,ריק במקור,Avista Capital Partners LP,441,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2007-06-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.002,0.0,0.0
162,2102,ClearWater Capital Partners,ריק במקור,ריק במקור,ClearWater Capital Partner I,442,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אסיה,לא,2007-07-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.0006,0.0,0.0
162,2102,Esprit Capital,ריק במקור,ריק במקור,Esprit Capital I Fund,443,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,בריטניה,לא,2007-08-27 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,0,0.001,0.0019,1.0987471928828339e-10,1.4655814008760238e-11
162,2102,Olympus,ריק במקור,ריק במקור,Olympus Capital Asia III LP,444,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אסיה,לא,2007-08-27 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,48.5,160.34,0.0049,1.7617312490683358e-05,2.3499132181646166e-06
162,2102,Hunter Acquisition Limited,ריק במקור,ריק במקור,Hunter Acquisition Limited,445,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2007-10-22 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,0.001,0.002,0,2.1974943857656677e-10,2.9311628017520477e-11
162,2102,Arclight Energy Partners,ריק במקור,ריק במקור,Arclight Energy Partners Fund II LP,505,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2003-06-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0.003,0.009,0.0031,9.888724735945503e-10,1.3190232607884214e-10
162,2102,AXA SA,ריק במקור,ריק במקור,Europan Office Incom Venture S.C.A,507,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2003-10-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.8807,0.005,0.018,0.0258,1.9777449471891007e-09,2.638046521576843e-10
162,2102,HarbourVest,ריק במקור,ריק במקור,HarbourVest International V,514,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2005-06-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.8807,0.003,0.011,0.0063,1.2086219121711172e-09,1.612139540963626e-10
162,2102,Rothschild,ריק במקור,ריק במקור,E d R Europportunities S.C.A. SICAR,534,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2006-05-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1040.185,4036.644,0.0502,0.0004435251263667334,5.916030368357796e-05
162,2102,Gavea Investment Fund,ריק במקור,ריק במקור,Gavea Investment Fund III LP,540,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אמריקה הדרומית,לא,2008-07-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,19.666,65.014,0.0046,7.143394999808455e-06,9.528330919655381e-07
162,2102,KLIRMARK,ריק במקור,ריק במקור,Klirmark Opportunity Fund LP,544,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2009-02-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,1,13.668,13.668,0.1032,1.5017676632322571e-06,2.0031566587173495e-07
162,2102,CICC Growth Capital,ריק במקור,ריק במקור,CICC Growth capital fund I,550,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,הונג קונג,לא,2011-05-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-09-30 00:00:00,3.306,20.949,69.258,0.0062,7.6097033084679305e-06,1.0150323666187166e-06
162,2102,Gavea Investment Fund,ריק במקור,ריק במקור,Gavea Investment Fund IV LP,551,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אמריקה הדרומית,לא,2011-07-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,245.211,810.669,0.0032,8.907202881071341e-05,1.1881014086667654e-05
162,2102,Victoria South American,ריק במקור,ריק במקור,Victoria South American Partners II LP,555,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אמריקה הדרומית,לא,2012-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,113.699,375.888,0.003,4.130058848383426e-05,5.508944616124869e-06
162,2102,SELENE,ריק במקור,ריק במקור,Selene RMOF,2447,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2011-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-09-30 00:00:00,3.306,0,0,0.0085,0.0,0.0
162,2102,KOTAK,ריק במקור,ריק במקור,Core Infrastructure India Fund Pte Ltd,2663,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,הודו,לא,2013-04-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-03-04 00:00:00,3.306,184.756,610.804,0.0281,6.711191804016064e-05,8.951829819806788e-06
162,2102,KLIRMARK,ריק במקור,ריק במקור,Klirmark Opportunity Fund II LP,4052,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2014-10-02 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,327.132,327.132,0.0646,3.594353667021472e-05,4.794385748313754e-06
162,2102,BLACKSTONE REAL ESTATE,ריק במקור,ריק במקור,Blackstone R E Partners VIII F LP,4299,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2015-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,9452.412,31249.674,0.001,0.003433549158600368,0.0004579894099783906
162,2102,BROOKFIELD,ריק במקור,ריק במקור,Brookfield Capital Partners IV,4359,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2015-06-15 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,5426.011,17938.393,0.0034,0.001970975895357908,0.00026290175142404664
162,2102,SILVERFLEET,ריק במקור,ריק במקור,Silverfleet Capital Partners II LP,4361,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2015-05-29 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1646.773,6390.633,0.0107,0.0007021690069494403,9.365992864624548e-05
162,2102,RHONE,ריק במקור,ריק במקור,Rhone Offshore Partners V LP,4402,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2015-06-30 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,14137.539,54863.547,0.004258,0.0060281168257845415,0.0008040699406928758
162,2102,trilantic,ריק במקור,ריק במקור,Trilantic Capital Partners V Europe LP,4403,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2014-04-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,3399.892,13193.961,0.0222,0.0014496827611755587,0.00019336823845483625
162,2102,BROOKFIELD,ריק במקור,ריק במקור,GrafTech Co Invest LP,4596,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2015-09-20 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,32.886,108.721,0.034,1.1945689355741459e-05,1.5933947548464221e-06
162,2102,Accelmed,ריק במקור,ריק במקור,Accelmed Partners LP,4626,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2015-12-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3158.453,10441.844,0.060175,0.001147294678352046,0.00015303372357248904
162,2102,BROOKFIELD,ריק במקור,ריק במקור,Brookfield Strategic R E Partners II,4779,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2016-03-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,8236.417,27229.596,0.0019,0.002991844216833364,0.0003990718945096818
162,2102,VINTAGE,ריק במקור,ריק במקור,Vintage Fund of Funds IV (Migdal) L.P,4809,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2016-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,32641.654,107913.309,0.0769,0.011856944533844784,0.0015815573857738724
