Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 19
,665,13307.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,1.54956,0.022332,0.0346,,,0.002055,0.0,
,665,13307.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,2.38665,0.022332,0.0533,,,0.003167,1e-06,
,665,13307.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,3.332,0.022332,0.07441,,,0.004421,1e-06,
,665,13307.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,0.07077,3.8807,0.27464,,,0.016319,5e-06,
,665,13307.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,2.29314,0.022332,0.05121,,,0.003042,1e-06,
,665,13351.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,0.81065,1.0,0.81065,,,0.105201,2.4e-05,
,665,13351.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,0.28457,1.0,0.28457,,,0.036929,8e-06,
,665,13351.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,0.09444,1.0,0.09444,,,0.012255,2e-06,
,665,13351.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,1.38362,1.0,1.38362,,,0.179558,4.1e-05,
,665,13351.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,0.02596,1.0,0.02596,,,0.003368,0.0,
,665,13351.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,0.06411,1.0,0.06411,,,0.008319,1e-06,
,665,13351.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,13351.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,0.28584,1.0,0.28584,,,0.037093,8e-06,
,665,13351.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,0.2668,1.0,0.2668,,,0.034623,7e-06,
,665,13351.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.5521,1.0,0.5521,,,0.071648,1.6e-05,
,665,13351.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.07133,1.0,0.07133,,,0.009256,2e-06,
,665,13351.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,0.07117,1.0,0.07117,,,0.009235,1e-06,
,665,13351.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,1.15452,1.0,1.15452,,,0.149826,3.4e-05,
,665,13351.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.03059,1.0,0.03059,,,0.003969,0.0,
,665,13351.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,0.04523,1.0,0.04523,,,0.005869,1e-06,
,665,13351.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,0.48976,1.0,0.48976,,,0.063558,1.4e-05,
,665,13351.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,0.58484,1.0,0.58484,,,0.075896,1.6e-05,
,665,13351.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,0.44452,1.0,0.44452,,,0.057687,1.3e-05,
,665,13351.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.06075,1.0,0.06075,,,0.007883,1e-06,
,665,13351.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.5483,0.022332,0.01224,,,0.001588,0.0,
,665,13351.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.72302,0.022332,0.01615,,,0.002095,0.0,
,665,13351.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,0.03875,3.306,0.12812,,,0.016626,3e-06,
,665,13351.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.00283,3.306,0.00935,,,0.001213,0.0,
,665,13351.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,0.01218,3.306,0.04025,,,0.005223,1e-06,
,665,13351.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,0.02504,3.306,0.08277,,,0.010741,2e-06,
,665,13351.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,0.04215,3.306,0.13935,,,0.018084,4e-06,
,665,13351.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,0.03278,3.306,0.10836,,,0.014062,3e-06,
,665,13351.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.04302,3.306,0.14224,,,0.018459,4e-06,
,665,13351.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.37317,0.022332,0.00833,,,0.001081,0.0,
,665,13351.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.65004,0.022332,0.01452,,,0.001884,0.0,
,665,13351.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,0.00576,3.306,0.01906,,,0.002473,0.0,
,665,13351.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.42205,0.022332,0.00943,,,0.001223,0.0,
,665,13351.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.04407,3.306,0.1457,,,0.018908,4e-06,
,665,13351.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.90753,0.022332,0.02027,,,0.00263,0.0,
,665,13351.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,0.01928,3.8807,0.0748,,,0.009707,2e-06,
,665,13351.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,0.62458,0.022332,0.01395,,,0.00181,0.0,
,665,14308.0,CAP GROUP DIVIDEND VALUE,US14020W1062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,1.11414,3.306,3.68336,,,1.0,0.000163,
,665,14677.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,23.66972,1.0,23.66972,,,0.139086,5.5e-05,
,665,14677.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,2.71408,1.0,2.71408,,,0.015948,6e-06,
,665,14677.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,51.88395,1.0,51.88395,,,0.304876,0.000122,
,665,14677.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,2.30286,1.0,2.30286,,,0.013531,5e-06,
,665,14677.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,5.68705,1.0,5.68705,,,0.033417,1.3e-05,
,665,14677.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,25.3587,1.0,25.3587,,,0.14901,5.9e-05,
,665,14677.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,6.31383,1.0,6.31383,,,0.0371,1.4e-05,
,665,14677.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,38.35643,0.022332,0.85658,,,0.005033,2e-06,
,665,14677.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,19.79697,0.022332,0.44211,,,0.002597,1e-06,
,665,14677.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,22.38991,0.022332,0.50001,,,0.002938,1e-06,
,665,14677.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,33.13416,0.022332,0.73995,,,0.004348,1e-06,
,665,14677.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,48.14481,0.022332,1.07517,,,0.006317,2e-06,
,665,14677.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,1.0226,3.8807,3.96841,,,0.023318,9e-06,
,665,14677.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,2.2825,3.306,7.54593,,,0.04434,1.7e-05,
,665,14677.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,1.73884,3.306,5.7486,,,0.033779,1.3e-05,
,665,14677.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,2.23617,3.306,7.39279,,,0.043441,1.7e-05,
,665,14677.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,1.32826,3.306,4.39124,,,0.025803,1e-05,
,665,14677.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,29.08756,0.022332,0.64958,,,0.003817,1e-06,
,665,14677.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,0.64596,3.306,2.13555,,,0.012548,5e-06,
,665,14677.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.15011,3.306,0.49625,,,0.002916,1e-06,
,665,14677.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,2.05588,3.306,6.79674,,,0.039938,1.6e-05,
,665,14677.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,0.30577,3.306,1.01089,,,0.00594,2e-06,
,665,14677.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,2.33806,3.306,7.72963,,,0.04542,1.8e-05,
,665,14677.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,34.48529,0.022332,0.77013,,,0.004525,1e-06,
,665,1609.0,בסר אירופה  אגח ט חש 12/12,IL0011701906,חוב בפיגור,ישראל,"Emerging Markets - Euope, Middle East & Africa",לא,2007-11-25,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,בסר אירופה  אגח ט - הסדר,IL0011701666,חוב בפיגור,ישראל,"Emerging Markets - Euope, Middle East & Africa",לא,2007-11-25,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,10.94285,1.0,10.94285,,,0.069523,2.1e-05,
,665,1609.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,0.65238,1.0,0.65238,,,0.004144,1e-06,
,665,1609.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,1.61108,1.0,1.61108,,,0.010235,3e-06,
,665,1609.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"דוראה אג""ח ד",IL0037201170,חוב בפיגור,ישראל,ישראל,לא,2007-03-22,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,59.88371,1.0,59.88371,,,0.38046,0.000119,
,665,1609.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,2.16343,3.306,7.15229,,,0.04544,1.4e-05,
,665,1609.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,3.87339,1.0,3.87339,,,0.024608,7e-06,
,665,1609.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.76887,1.0,0.76887,,,0.004884,1e-06,
,665,1609.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,14.69819,1.0,14.69819,,,0.093381,2.8e-05,
,665,1609.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,9.13088,1.0,9.13088,,,0.058011,1.8e-05,
,665,1609.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,6.41132,1.0,6.41132,,,0.040733,1.2e-05,
,665,1609.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,0.35769,1.0,0.35769,,,0.002272,0.0,
,665,1609.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,2.25059,1.0,2.25059,,,0.014298,4e-06,
,665,1609.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,1.78864,1.0,1.78864,,,0.011363,3e-06,
,665,1609.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.56414,1.0,0.56414,,,0.003584,1e-06,
,665,1609.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,4.36648,1.0,4.36648,,,0.027741,8e-06,
,665,1609.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,3.51562,1.0,3.51562,,,0.022335,6e-06,
,665,1609.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,6.70539,1.0,6.70539,,,0.042601,1.2e-05,
,665,1609.0,"אמפל אג""ח ב' חש 02/15",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,0.7469,1.0,0.7469,,,0.004745,1e-06,
,665,1609.0,"אמפל אג""ח ב' חש 01/14",IL0011311847,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.48043,1.0,0.48043,,,0.003052,0.0,
,665,1609.0,"אמפל אג""ח ב' חש 01/12",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אפסק אג""ח א' חש 01/12",IL0010910326,חוב בפיגור,ישראל,ישראל,לא,2004-08-04,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אמפל אג""ח ב' - הסדר",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אמפל אג""ח א' - הסדר",IL0011008336,חוב בפיגור,ישראל,ישראל,לא,2006-11-22,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,7.18386,1.0,7.18386,,,0.045641,1.3e-05,
,665,1609.0,אפסק      א,IL0010910326,חוב בפיגור,ישראל,ישראל,לא,2004-08-04,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,"אמפל אג""ח ב' חש 01/13",IL0011276792,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1609.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,9.44686,0.022332,0.21097,,,0.00134,0.0,
,665,1609.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,7.96821,0.022332,0.17795,,,0.00113,0.0,
,665,1609.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,9.07673,0.022332,0.2027,,,0.001287,0.0,
,665,1609.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,6.13346,0.022332,0.13697,,,0.00087,0.0,
,665,1609.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,5.42316,0.022332,0.12111,,,0.000769,0.0,
,665,1609.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,10.50732,0.022332,0.23465,,,0.00149,0.0,
,665,1609.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.62526,3.306,2.06712,,,0.013133,4e-06,
,665,1609.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,0.36386,3.306,1.20293,,,0.007642,2e-06,
,665,1609.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,0.61257,3.306,2.02517,,,0.012866,4e-06,
,665,1609.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,13.18873,0.022332,0.29453,,,0.001871,0.0,
,665,1609.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,0.17695,3.306,0.58501,,,0.003716,1e-06,
,665,1609.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.64049,3.306,2.11744,,,0.013452,4e-06,
,665,1609.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,0.56318,3.306,1.86189,,,0.011828,3e-06,
,665,1609.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,0.08376,3.306,0.27692,,,0.001759,0.0,
,665,1609.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,0.47634,3.306,1.57477,,,0.010005,3e-06,
,665,1609.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,0.28013,3.8807,1.0871,,,0.006906,2e-06,
,665,1609.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.04112,3.306,0.13594,,,0.000863,0.0,
,665,1619.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח א' - הסדר",IL0011008336,חוב בפיגור,ישראל,ישראל,לא,2006-11-22,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח ב' - הסדר",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אפסק אג""ח א' חש 01/12",IL0010910326,חוב בפיגור,ישראל,ישראל,לא,2004-08-04,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח ב' חש 01/12",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח ב' חש 01/13",IL0011276792,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח ב' חש 01/14",IL0011311847,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,"אמפל אג""ח ב' חש 02/15",IL0011103780,חוב בפיגור,ישראל,ישראל,לא,2008-04-29,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,8.05186,1.0,8.05186,,,0.040796,1.1e-05,
,665,1619.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,3.18922,1.0,3.18922,,,0.016158,4e-06,
,665,1619.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,1.29141,1.0,1.29141,,,0.006543,1e-06,
,665,1619.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,13.74293,1.0,13.74293,,,0.06963,1.9e-05,
,665,1619.0,בסר אירופה  אגח ט - הסדר,IL0011701666,חוב בפיגור,ישראל,"Emerging Markets - Euope, Middle East & Africa",לא,2007-11-25,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,בסר אירופה  אגח ט חש 12/12,IL0011701906,חוב בפיגור,ישראל,"Emerging Markets - Euope, Middle East & Africa",לא,2007-11-25,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,14.22079,1.0,14.22079,,,0.072051,2e-05,
,665,1619.0,אפסק      א,IL0010910326,חוב בפיגור,ישראל,ישראל,לא,2004-08-04,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,1619.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,29.09576,1.0,29.09576,,,0.147418,4e-05,
,665,1619.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.60336,1.0,0.60336,,,0.003057,0.0,
,665,1619.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,32.62556,1.0,32.62556,,,0.165302,4.6e-05,
,665,1619.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,13.27363,1.0,13.27363,,,0.067252,1.8e-05,
,665,1619.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,4.4152,1.0,4.4152,,,0.02237,6e-06,
